Project,Issue,Link,Patch,IssueLink,patchLink,MajorLeak,LeakType,DetectionType,DetectionMethod,DefectType,FileType,FixType,Transformation,Duration (days),files,churn,addedLines,removedLines,modifiedFiles,addedFiles,removedFiles
HADOOP,HADOOP-11014,https://issues.apache.org/jira/browse/HADOOP-11014,https://fisheye.apache.org/rdiff/hadoop?csid=e4da6905478a72f1ac9e8a982178de7bf0fb6f23&u&N,HADOOP-11014,HADOOP-11014,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-with-resource construct,209.2980392,2,29,14,15,2,0,0
HADOOP,HADOOP-11056,https://issues.apache.org/jira/browse/HADOOP-11056,https://fisheye.apache.org/rdiff/hadoop?csid=8f1a668575d35bee11f4cd8173335be5352ec620&u&N,HADOOP-11056,HADOOP-11056,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-exception block,0.490645463,1,18,15,3,1,0,0
HADOOP,HADOOP-11105,https://issues.apache.org/jira/browse/HADOOP-11105,https://issues.apache.org/jira/secure/attachment/12669778/HADOOP-11105.2.patch,HADOOP-11105,HADOOP-11105,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Complex,0.2033509722,1,29,22,7,1,0,0
HADOOP,HADOOP-11157,https://issues.apache.org/jira/browse/HADOOP-11157,https://fisheye.apache.org/rdiff/hadoop?csid=d35eba7b1ff98e2e542a6c6c5b389fcc20d885c7&u&N,HADOOP-11157,HADOOP-11157,Resource,Thread,Runtime detection,Failed test,nonClosedRes,java,threadDown,Complex,47.88681279,1,117,94,23,1,0,0
HADOOP,HADOOP-1130,https://issues.apache.org/jira/browse/HADOOP-1130,https://fisheye.apache.org/rdiff/hadoop?csid=e47bdc3b1a6fc99df5387993d055a07496466205&u&N,HADOOP-1130,HADOOP-1130,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,238.764195,2,55,28,27,2,0,0
HADOOP,HADOOP-11349,https://issues.apache.org/jira/browse/HADOOP-11349,https://fisheye.apache.org/rdiff/hadoop?csid=3637bc8cd9b7f2b81b5de555f212f37561fd82fb&u&N,HADOOP-11349,HADOOP-11349,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-finally block,6.16484603,1,25,21,4,1,0,0
HADOOP,HADOOP-11368,https://issues.apache.org/jira/browse/HADOOP-11368,https://fisheye.apache.org/rdiff/hadoop?csid=74d4bfded98239507511dedb515bc6a54958d5a8&u&N,HADOOP-11368,HADOOP-11368,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Add finally block,0.453397037,1,4,4,0,1,0,0
HADOOP,HADOOP-11414,https://issues.apache.org/jira/browse/HADOOP-11414,https://fisheye.apache.org/rdiff/hadoop?csid=370a137c19481187a4f8cc45c2a6c45f5e561d2a&u&N,HADOOP-11414,HADOOP-11414,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-with-resource construct,5.227178472,1,44,25,19,1,0,0
HADOOP,HADOOP-11526,https://issues.apache.org/jira/browse/HADOOP-11526,https://issues.apache.org/jira/secure/attachment/12696628/HADOOP-11526.002.patch,HADOOP-11526,HADOOP-11526,Memory,Memory,Source code-based detection,Manual code inspection,jni,c,releaseRef,Complex,6.880149664,0,0,0,0,0,0,0
HADOOP,HADOOP-13362,https://issues.apache.org/jira/browse/HADOOP-13362,https://issues.apache.org/jira/secure/attachment/12817183/HADOOP-13362-branch-2.7.patch,HADOOP-13362,HADOOP-13362,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add dispose function,3.007502523,2,8,8,0,2,0,0
HADOOP,HADOOP-1406,https://issues.apache.org/jira/browse/HADOOP-1406,https://fisheye.apache.org/rdiff/hadoop?csid=917c06d4ae8667e80fd5ef9d8f97dd39d45c8e33&u&N,HADOOP-1406,HADOOP-1406,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Complex,0.9305146528,4,29,28,1,4,0,0
HADOOP,HADOOP-151,https://issues.apache.org/jira/browse/HADOOP-151,https://fisheye.apache.org/rdiff/hadoop?csid=0794e232d52cd53abc4d450f4feff61298000210&u&N,HADOOP-151,HADOOP-151,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,0.06862268518,1,22,10,12,1,0,0
HADOOP,HADOOP-3381,https://issues.apache.org/jira/browse/HADOOP-3381,https://fisheye.apache.org/rdiff/hadoop?csid=cfc27bdc2c2bc69bccfd67066693a48353defc03&u&N,HADOOP-3381,HADOOP-3381,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,releaseRef,Complex,8.098745683,2,20,13,7,2,0,0
HADOOP,HADOOP-3382,https://issues.apache.org/jira/browse/HADOOP-3382,https://issues.apache.org/jira/secure/attachment/12382016/HADOOP-3382.patch,HADOOP-3382,HADOOP-3382,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add call to dispose function,1.995096227,1,10,8,2,1,0,0
HADOOP,HADOOP-3592,https://issues.apache.org/jira/browse/HADOOP-3592,https://fisheye.apache.org/rdiff/hadoop?csid=d821878378cc2126af729b4b8f5bb3e0c4a6f26f&u&N,HADOOP-3592,HADOOP-3592,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Complex,93.28250434,1,107,59,48,1,0,0
HADOOP,HADOOP-3865,https://issues.apache.org/jira/browse/HADOOP-3865,https://fisheye.apache.org/rdiff/hadoop?csid=5aa44d8e2bb03f3fbbf9e8bb97cf3758556f095b&u&N,HADOOP-3865,HADOOP-3865,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,releaseRef,Remove unused statements,1.005213148,2,15,3,12,2,0,0
HADOOP,HADOOP-4346,https://issues.apache.org/jira/browse/HADOOP-4346,https://fisheye.apache.org/rdiff/hadoop?csid=118ba792c8510c78296ee9c86e38063f273fd766&u&N,HADOOP-4346,HADOOP-4346,Resource,File handle,Runtime detection,Runtime,wrongAPI,java,correctAPI,Complex,23.93674928,6,96,80,16,6,0,0
HADOOP,HADOOP-459,https://issues.apache.org/jira/browse/HADOOP-459,https://issues.apache.org/jira/secure/attachment/12344530/libhdfs_fixes.2.txt,HADOOP-459,HADOOP-459,Memory,Memory,Source code-based detection,Manual code inspection,jni,c,releaseRef,Complex,82.76033565,0,0,0,0,0,0,0
HADOOP,HADOOP-4635,https://issues.apache.org/jira/browse/HADOOP-4635,https://fisheye.apache.org/rdiff/hadoop?csid=190732af84143805c02a84ee465571fbf65beee8&u&N,HADOOP-4635,HADOOP-4635,Resource,File handle,Runtime detection,Runtime,jni,c,disposeReg,Complex,20.98436331,0,0,0,0,0,0,0
HADOOP,HADOOP-4797,https://issues.apache.org/jira/browse/HADOOP-4797,https://fisheye.apache.org/rdiff/hadoop?csid=4be1a59417709244d1e2d78353aae7d8b11f06a0&u&N,HADOOP-4797,HADOOP-4797,Memory,Memory,Runtime detection,Runtime,cache,java,others,Complex,10.90919029,1,41,37,4,1,0,0
HADOOP,HADOOP-4892,https://issues.apache.org/jira/browse/HADOOP-4892,https://fisheye.apache.org/rdiff/hadoop?csid=133fd297b449c92819f3d1f71123336796dc0074&u&N,HADOOP-4892,HADOOP-4892,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add call to dispose function,3.03757772,1,1,1,0,1,0,0
HADOOP,HADOOP-5493,https://issues.apache.org/jira/browse/HADOOP-5493,https://fisheye.apache.org/rdiff/hadoop?csid=736a39665220a5abd42bfbfd26ca425018a2242a&u&N,HADOOP-5493,HADOOP-5493,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add a checker,1.500519016,1,3,3,0,1,0,0
HADOOP,HADOOP-6207,https://issues.apache.org/jira/browse/HADOOP-6207,No leak,HADOOP-6207,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HADOOP,HADOOP-637,https://issues.apache.org/jira/browse/HADOOP-637,https://issues.apache.org/jira/secure/attachment/12344614/directbuffers.patch,HADOOP-637,HADOOP-637,Memory,Memory,Runtime detection,Out-of-memory error,cache,java,removeElm,Replace function,15.07803241,2,55,18,37,2,0,0
HADOOP,HADOOP-639,https://issues.apache.org/jira/browse/HADOOP-639,https://issues.apache.org/jira/secure/attachment/12346582/HADOOP-639_5_20061207.patch,HADOOP-639,HADOOP-639,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Complex,42.94273148,10,453,394,59,4,6,0
HADOOP,HADOOP-6460,https://issues.apache.org/jira/browse/HADOOP-6460,https://fisheye.apache.org/rdiff/hadoop?csid=00985ec421de9b5dd72bd20e6f09787c1222e9eb&u&N,HADOOP-6460,HADOOP-6460,Memory,Memory,Runtime detection,Runtime,cache,java,removeElm,Add a checker,4.619407442,1,9,8,1,1,0,0
HADOOP,HADOOP-6754,https://issues.apache.org/jira/browse/HADOOP-6754,No leak,HADOOP-6754,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HADOOP,HADOOP-6833,https://issues.apache.org/jira/browse/HADOOP-6833,https://fisheye.apache.org/rdiff/hadoop?csid=97ce72a97efb57a5dbfb759ac8144c0890583068&u&N,HADOOP-6833,HADOOP-6833,Memory,Memory,Source code-based detection,Manual code inspection,exception,java,removeElm,Add call to dispose function,66.01857856,1,1,1,0,1,0,0
HADOOP,HADOOP-7090,https://issues.apache.org/jira/browse/HADOOP-7090,https://fisheye.apache.org/rdiff/hadoop?csid=d7f712cd4262f51ea2972596ce0a48cde623ecf9&u&N,HADOOP-7090,HADOOP-7090,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-finally block,180.4664794,4,57,41,16,4,0,0
HADOOP,HADOOP-7122,https://issues.apache.org/jira/browse/HADOOP-7122,https://fisheye.apache.org/rdiff/hadoop?csid=c60feead5eb3d2de111ac97bdc9f1a95cfbc5263&u&N,HADOOP-7122,HADOOP-7122,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Modify branch condition,0.1307026736,1,4,2,2,1,0,0
HADOOP,HADOOP-7146,https://issues.apache.org/jira/browse/HADOOP-7146,https://issues.apache.org/jira/secure/attachment/12479955/hadoop-7146.txt,HADOOP-7146,HADOOP-7146,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-exception block,99.44824376,1,89,52,37,1,0,0
HADOOP,HADOOP-7187,https://issues.apache.org/jira/browse/HADOOP-7187,https://fisheye.apache.org/rdiff/hadoop?csid=e86d48730c64d10ba2a838e5663f9ab7a698c9c6&u&N,HADOOP-7187,HADOOP-7187,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add dispose function,10.290702,1,7,7,0,1,0,0
HADOOP,HADOOP-7194,https://issues.apache.org/jira/browse/HADOOP-7194,https://fisheye.apache.org/rdiff/hadoop?csid=1c0d2713291a3e984b92d34f159087d90c977719&u&N,HADOOP-7194,HADOOP-7194,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add finally block,12.32571069,1,8,7,1,1,0,0
HADOOP,HADOOP-7256,https://issues.apache.org/jira/browse/HADOOP-7256,https://fisheye.apache.org/rdiff/hadoop?csid=28023b77595991fe3be590a929b7d162556f1d4a&u&N,HADOOP-7256,HADOOP-7256,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Modify call argument,508.2197618,1,5,4,1,1,0,0
HADOOP,HADOOP-7967,https://issues.apache.org/jira/browse/HADOOP-7967,No leak,HADOOP-7967,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HADOOP,HADOOP-8405,https://issues.apache.org/jira/browse/HADOOP-8405,https://fisheye.apache.org/rdiff/hadoop?csid=7b1d347b43cc0c49bdf6e72d377fad5789013e71&u&N,HADOOP-8405,HADOOP-8405,Resource,Connection,Runtime detection,Runtime,exception,java,disposeExcep,Add a checker,0.08010498843,2,15,14,1,2,0,0
HADOOP,HADOOP-8486,https://issues.apache.org/jira/browse/HADOOP-8486,https://fisheye.apache.org/rdiff/hadoop?csid=8a3e3c7117a43ab79ce9738458e798c230b5ef32&u&N,HADOOP-8486,HADOOP-8486,Resource,File handle,Runtime detection,Runtime,exception,java,disposeExcep,Add try-exception block,19.95374263,1,32,21,11,1,0,0
HADOOP,HADOOP-8495,https://issues.apache.org/jira/browse/HADOOP-8495,https://fisheye.apache.org/rdiff/hadoop?csid=5f69497e355b7f6639d740965658e3ed1d9f95c4&u&N,HADOOP-8495,HADOOP-8495,Resource,File handle,Runtime detection,Runtime,leakyLib,xml,others,Modify configuration,9.817103773,0,0,0,0,0,0,0
HADOOP,HADOOP-8632,https://issues.apache.org/jira/browse/HADOOP-8632,https://fisheye.apache.org/rdiff/hadoop?csid=42beb56a2ed0176bf0c47fe1b844f01d459130d1&u&N,HADOOP-8632,HADOOP-8632,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,weakRef,Modify to weak reference,24.05008926,1,19,12,7,1,0,0
HADOOP,HADOOP-9278,https://issues.apache.org/jira/browse/HADOOP-9278,https://fisheye.apache.org/rdiff/hadoop?csid=0b565a967d7abb1bdab9827f1209118bf17e4471&u&N,HADOOP-9278,HADOOP-9278,Resource,File handle,Runtime detection,Failed test,exception,java,disposeExcep,Add try-finally block,0.9346004514,2,101,55,46,2,0,0
HADOOP,HADOOP-9406,https://issues.apache.org/jira/browse/HADOOP-9406,No leak,HADOOP-9406,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HADOOP,HADOOP-9433,https://issues.apache.org/jira/browse/HADOOP-9433,https://issues.apache.org/jira/secure/attachment/12575322/HADOOP-9433.1.patch,HADOOP-9433,HADOOP-9433,Resource,File handle,Runtime detection,Failed test,nonClosedRes,test,disposeReg,Add try-finally block,0.2950727546,0,0,0,0,0,0,0
HADOOP,HADOOP-9681,https://issues.apache.org/jira/browse/HADOOP-9681,https://fisheye.apache.org/rdiff/hadoop?csid=5bc231e6fa78f1cb423c9f546e0ae45a898bf5b0&u&N,HADOOP-9681,HADOOP-9681,Resource,File handle,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Add try-finally block,1.034023368,1,25,15,10,1,0,0
HADOOP,HADOOP-9703,https://issues.apache.org/jira/browse/HADOOP-9703,https://fisheye.apache.org/rdiff/hadoop?csid=a038ec6ceb3b02e5a82c99fb023ecf90865d5f69&u&N,HADOOP-9703,HADOOP-9703,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Complex,7.862791146,1,46,39,7,1,0,0
HADOOP,HADOOP-9898,https://issues.apache.org/jira/browse/HADOOP-9898,https://fisheye.apache.org/rdiff/hadoop?csid=8d3f90b3c17d966afb3bccc54466f274841d2b4b&u&N,HADOOP-9898,HADOOP-9898,Resource,Connection,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Set a variable,69.98725473,2,2,2,0,2,0,0
HBASE,HBASE-10193,https://issues.apache.org/jira/browse/HBASE-10193,https://issues.apache.org/jira/secure/attachment/12619684/HBASE-10193_v4.patch,HBASE-10193,HBASE-10193,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add a checker,2.673213368,2,20,17,3,2,0,0
HBASE,HBASE-10330,https://issues.apache.org/jira/browse/HBASE-10330,https://issues.apache.org/jira/secure/attachment/12652888/10330-v1.txt,HBASE-10330,HBASE-10330,Resource,Connection,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-exception block,165.4374483,2,10,10,0,2,0,0
HBASE,HBASE-10461,https://issues.apache.org/jira/browse/HBASE-10461,https://issues.apache.org/jira/secure/attachment/12626777/10461-v1.txt,HBASE-10461,HBASE-10461,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-finally block,0.2212935417,1,8,6,2,1,0,0
HBASE,HBASE-10737,https://issues.apache.org/jira/browse/HBASE-10737,https://issues.apache.org/jira/secure/attachment/12634456/hbase-10737.patch,HBASE-10737,HBASE-10737,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Add a checker,0.1902378472,1,7,4,3,1,0,0
HBASE,HBASE-10738,https://issues.apache.org/jira/browse/HBASE-10738,https://issues.apache.org/jira/secure/attachment/12634458/hbase-10738.patch,HBASE-10738,HBASE-10738,Resource,Thread,Runtime detection,Failed test,nonClosedRes,java,threadDown,Add call to dispose function,0.2823665741,1,1,1,0,1,0,0
HBASE,HBASE-10995,https://issues.apache.org/jira/browse/HBASE-10995,https://issues.apache.org/jira/secure/attachment/12640463/10995-v2.txt,HBASE-10995,HBASE-10995,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,0.8683023264,2,20,17,3,2,0,0
HBASE,HBASE-11096,https://issues.apache.org/jira/browse/HBASE-11096,https://issues.apache.org/jira/secure/attachment/12646762/HBASE-11096-trunk-v3.1.patch,HBASE-11096,HBASE-11096,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Add call to dispose function,27.38655067,4,24,16,8,4,0,0
HBASE,HBASE-116,https://issues.apache.org/jira/browse/HBASE-116,https://fisheye.apache.org/rdiff/hadoop?csid=11df017a67404c8ea53c41861b298a91b53933b0&u&N,HBASE-116,HBASE-116,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,1.038671366,10,57,32,25,10,0,0
HBASE,HBASE-12376,https://issues.apache.org/jira/browse/HBASE-12376,https://issues.apache.org/jira/secure/attachment/12677991/0001-12376-HBaseAdmin-leaks-ZK-connections-if-failure-sta.version2.patch,HBASE-12376,HBASE-12376,Resource,Connection,Runtime detection,Runtime,exception,java,disposeExcep,Complex,0.09911565972,3,53,38,15,3,0,0
HBASE,HBASE-12833,https://issues.apache.org/jira/browse/HBASE-12833,https://issues.apache.org/jira/secure/attachment/12691679/HBASE-12833.patch,HBASE-12833,HBASE-12833,Resource,Connection,Runtime detection,Runtime,nonClosedRes,ruby,disposeReg,Complex,6.969064595,0,0,0,0,0,0,0
HBASE,HBASE-12837,https://issues.apache.org/jira/browse/HBASE-12837,https://issues.apache.org/jira/secure/attachment/12692850/hbase-12837-0.98.patch,HBASE-12837,HBASE-12837,Resource,Connection,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add a checker,4.142201262,1,10,6,4,1,0,0
HBASE,HBASE-13112,https://issues.apache.org/jira/browse/HBASE-13112,https://issues.apache.org/jira/secure/attachment/12701276/HBASE-13112-branch-1.0.patch,HBASE-13112,HBASE-13112,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,ruby,disposeReg,Complex,0.689994537,0,0,0,0,0,0,0
HBASE,HBASE-13301,https://issues.apache.org/jira/browse/HBASE-13301,https://issues.apache.org/jira/secure/attachment/12725141/HBASE-13301-0.98_v1.patch,HBASE-13301,HBASE-13301,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Complex,24.8166217,3,197,117,80,3,0,0
HBASE,HBASE-13437,https://issues.apache.org/jira/browse/HBASE-13437,https://issues.apache.org/jira/secure/attachment/12727161/HBASE-13437_1.patch,HBASE-13437,HBASE-13437,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add a return statement,13.38057419,1,1,1,0,1,0,0
HBASE,HBASE-13601,https://issues.apache.org/jira/browse/HBASE-13601,https://issues.apache.org/jira/secure/attachment/12729549/HBASE-13601-1.0.0.patch,HBASE-13601,HBASE-13601,Resource,Connection,Runtime detection,Runtime,exception,java,disposeExcep,Add try-exception block,0.3483656366,1,11,10,1,1,0,0
HBASE,HBASE-13731,https://issues.apache.org/jira/browse/HBASE-13731,https://issues.apache.org/jira/secure/attachment/12734277/HBASE-13731.patch,HBASE-13731,HBASE-13731,Resource,Connection,Runtime detection,Failed test,nonClosedRes,test,disposeReg,Add dispose function,0.8020540741,0,0,0,0,0,0,0
HBASE,HBASE-13797,https://issues.apache.org/jira/browse/HBASE-13797,https://issues.apache.org/jira/secure/attachment/12735977/13797-v1.txt,HBASE-13797,HBASE-13797,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,0.1752261806,1,6,5,1,1,0,0
HBASE,HBASE-13810,https://issues.apache.org/jira/browse/HBASE-13810,https://issues.apache.org/jira/secure/attachment/12736244/13810-v1.txt,HBASE-13810,HBASE-13810,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add try-finally block,0.1558497917,1,11,10,1,1,0,0
HBASE,HBASE-14115,https://issues.apache.org/jira/browse/HBASE-14115,https://issues.apache.org/jira/secure/attachment/12746533/HBASE-14115-branch-1-v1.patch,HBASE-14115,HBASE-14115,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,releaseRef,Add try-finally block,5.214782245,1,13,10,3,1,0,0
HBASE,HBASE-14485,https://issues.apache.org/jira/browse/HBASE-14485,https://issues.apache.org/jira/secure/attachment/12764344/HBASE-14485-v1_branch-1.patch,HBASE-14485,HBASE-14485,Resource,Connection,Runtime detection,Failed test,exception,java,disposeExcep,Add try-exception block,269.8836918,2,72,37,35,2,0,0
HBASE,HBASE-14689,https://issues.apache.org/jira/browse/HBASE-14689,No leak,HBASE-14689,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HBASE,HBASE-15977,https://issues.apache.org/jira/browse/HBASE-15977,No leak,HBASE-15977,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HBASE,HBASE-16017,https://issues.apache.org/jira/browse/HBASE-16017,https://issues.apache.org/jira/secure/attachment/12810076/HBASE-16017-1.patch,HBASE-16017,HBASE-16017,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add a checker,1.779672407,1,16,11,5,1,0,0
HBASE,HBASE-16032,https://issues.apache.org/jira/browse/HBASE-16032,https://issues.apache.org/jira/secure/attachment/12811577/HBASE-16032_v4.patch,HBASE-16032,HBASE-16032,Memory,Memory,Runtime detection,Runtime,exception,java,disposeExcep,Add try-exception block,6.156870116,2,57,36,21,2,0,0
HBASE,HBASE-16062,https://issues.apache.org/jira/browse/HBASE-16062,https://issues.apache.org/jira/secure/attachment/12811508/HBASE-16062-v2.patch,HBASE-16062,HBASE-16062,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add a checker,4.181239514,2,56,36,20,2,0,0
HBASE,HBASE-16193,https://issues.apache.org/jira/browse/HBASE-16193,No patch,HBASE-16193,No patch,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,releaseRef,fixed,5.393986505,0,0,0,0,0,0,0
HBASE,HBASE-1927,https://issues.apache.org/jira/browse/HBASE-1927,https://issues.apache.org/jira/secure/attachment/12422929/HBASE-1927-v1-trunk.patch,HBASE-1927,HBASE-1927,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add a checker,0.4744216204,1,2,2,0,1,0,0
HBASE,HBASE-2027,https://issues.apache.org/jira/browse/HBASE-2027,https://issues.apache.org/jira/secure/attachment/12427204/2027-LRU.patch,HBASE-2027,HBASE-2027,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,releaseRef,Complex,4.95675787,2,34,32,2,2,0,0
HBASE,HBASE-2763,https://issues.apache.org/jira/browse/HBASE-2763,https://issues.apache.org/jira/secure/attachment/12447744/hbase-2763.txt,HBASE-2763,HBASE-2763,Memory,Memory,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add call to dispose function,0.8136641782,1,1,1,0,1,0,0
HBASE,HBASE-3939,https://issues.apache.org/jira/browse/HBASE-3939,https://svn.apache.org/viewvc/hbase/branches/0.92/src/main/java/org/apache/hadoop/hbase/ipc/HBaseServer.java?r1=1198574&r2=1198573&pathrev=1198574&view=patch,HBASE-3939,HBASE-3939,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,158.8310665,1,142,106,36,1,0,0
HBASE,HBASE-4773,https://issues.apache.org/jira/browse/HBASE-4773,https://issues.apache.org/jira/secure/attachment/12505296/trunk_4773_patch.patch,HBASE-4773,HBASE-4773,Resource,Connection,Runtime detection,Runtime,exception,java,disposeExcep,Add call to dispose function,54.40046752,1,2,2,0,1,0,0
HBASE,HBASE-5038,https://issues.apache.org/jira/browse/HBASE-5038,https://issues.apache.org/jira/secure/attachment/12507534/5038.patch,HBASE-5038,HBASE-5038,Resource,Connection,Runtime detection,Failed test,nonClosedRes,test,disposeReg,Add call to dispose function,0.06892969907,0,0,0,0,0,0,0
HBASE,HBASE-5051,https://issues.apache.org/jira/browse/HBASE-5051,https://issues.apache.org/jira/secure/attachment/12507880/5051.v2.patch,HBASE-5051,HBASE-5051,Memory,Memory,Runtime detection,Failed test,unreleasedRef,test,releaseRef,Complex,3.36728735,0,0,0,0,0,0,0
HBASE,HBASE-5053,https://issues.apache.org/jira/browse/HBASE-5053,https://issues.apache.org/jira/secure/attachment/12507732/5053.v2.patch,HBASE-5053,HBASE-5053,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,test,disposeReg,Complex,26.42215076,0,0,0,0,0,0,0
HBASE,HBASE-5073,https://issues.apache.org/jira/browse/HBASE-5073,https://issues.apache.org/jira/secure/attachment/12508063/HBASE-5073.patch,HBASE-5073,HBASE-5073,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,releaseRef,Add a checker,7.845309421,1,13,12,1,1,0,0
HBASE,HBASE-5141,https://issues.apache.org/jira/browse/HBASE-5141,https://issues.apache.org/jira/secure/attachment/12509797/HBASE-5141-v2.patch,HBASE-5141,HBASE-5141,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,releaseRef,Add dispose function,0.9639173495,2,7,7,0,2,0,0
HBASE,HBASE-5267,https://issues.apache.org/jira/browse/HBASE-5267,No leak,HBASE-5267,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HBASE,HBASE-5282,https://issues.apache.org/jira/browse/HBASE-5282,https://issues.apache.org/jira/secure/attachment/12511993/hbase-5282.v2.patch,HBASE-5282,HBASE-5282,Resource,File handle,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Add a checker,0.4477269676,1,7,5,2,1,0,0
HBASE,HBASE-5819,https://issues.apache.org/jira/browse/HBASE-5819,https://issues.apache.org/jira/secure/attachment/12523244/5819.v1.patch,HBASE-5819,HBASE-5819,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,0.4611005903,1,25,13,12,1,0,0
HBASE,HBASE-6002,https://issues.apache.org/jira/browse/HBASE-6002,https://issues.apache.org/jira/secure/attachment/12529860/HBASE-6002_trunk_2.patch,HBASE-6002,HBASE-6002,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Complex,11.94883676,1,100,64,36,1,0,0
HBASE,HBASE-7046,https://issues.apache.org/jira/browse/HBASE-7046,https://issues.apache.org/jira/secure/attachment/12552696/HBASE-7046.patch,HBASE-7046,HBASE-7046,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,test,disposeReg,Add call to dispose function,15.30390884,0,0,0,0,0,0,0
HBASE,HBASE-7086,https://issues.apache.org/jira/browse/HBASE-7086,No leak,HBASE-7086,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HBASE,HBASE-8483,https://issues.apache.org/jira/browse/HBASE-8483,https://issues.apache.org/jira/secure/attachment/12582088/HBASE-8483.patch,HBASE-8483,HBASE-8483,Resource,Connection,Runtime detection,Failed test,concurrency,java,threadSafe,Add a checker,5.057128785,1,5,4,1,1,0,0
HBASE,HBASE-9129,https://issues.apache.org/jira/browse/HBASE-9129,https://issues.apache.org/jira/secure/attachment/12596410/HBASE-9129-trunk-1.patch,HBASE-9129,HBASE-9129,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadSafe,Complex,0.9011509028,9,730,172,558,8,1,0
